incident_type,state_name,incident_year,month,damageCategory,avg_month,total_amount
Flood,Michigan,2018,August,Water Control Facilities,8,341537
Flood,Montana,2018,October,Emergency Protective Measures,4,337728
Flood,Maryland,2016,September,Water Control Facilities,15,337348
Flood,South Dakota,2011,May,Recreational or Other,8,329554
Flood,North Dakota,2010,March,State Management,39,329515
Flood,Mississippi,2011,May,Public Utilities,5,326116
Flood,Kansas,2011,September,Roads and Bridges,4,325984
Flood,Ohio,2019,April,Debris Removal,6,324907
Flood,Maine,2023,September,Management Costs,2,324875
Flood,Hawaii,2021,May,Management Costs,10,320790
Flood,Mississippi,2016,March,State Management,47,315838
Flood,Wyoming,2017,August,Management Costs,21,310858
Flood,Wyoming,2010,July,Public Utilities,8,308908
Flood,New Mexico,2010,September,Public Utilities,4,303675
Flood,North Dakota,2014,August,Water Control Facilities,3,301918
Flood,Wyoming,2015,July,Protective Measures,5,301049
Flood,Wisconsin,2017,October,Water Control Facilities,8,299579
Flood,South Carolina,2020,March,"Parks, Recreational Facilities, and Other Items",6,296937
Flood,Wisconsin,2018,August,Utilities,8,294741
Flood,Virginia,2021,October,Emergency Protective Measures,5,293869
Flood,Michigan,2018,August,Buildings and Equipment,19,293845
Flood,New York,2011,June,Public Buildings,6,293780
Flood,Utah,2011,August,Water Control Facilities,3,290412
Flood,South Dakota,2023,July,Management Costs,5,289009
Flood,Mississippi,2011,May,Public Buildings,6,288348
Flood,Kentucky,2015,May,Public Buildings,6,287781
Flood,Maryland,2016,September,Public Buildings,6,285764
Flood,Wisconsin,2016,October,State Management,3,284780
Flood,North Dakota,2023,July,Debris Removal,7,280909
Flood,Louisiana,2017,October,Direct Administrative Costs,11,278113
Flood,North Carolina,2013,September,Public Utilities,3,277654
Flood,Alaska,2022,August,Roads and Bridges,13,277380
Flood,Louisiana,2015,July,State Management,1,270797
Flood,Utah,2011,August,State Management,42,267498
Flood,Idaho,2017,April,Debris Removal,8,266097
Flood,Montana,2023,October,Management Costs,5,265172
Flood,Montana,2013,July,Recreational or Other,5,264891
Flood,Mississippi,2011,May,State Management,46,264572
Flood,Minnesota,2018,September,Management Costs,12,264524
Flood,Minnesota,2010,April,Recreational or Other,4,263691
Flood,Hawaii,2021,May,Emergency Protective Measures,6,262812
Flood,Arizona,2014,November,Recreational or Other,11,261725
Flood,Louisiana,2015,July,Public Buildings,4,260641
Flood,Mississippi,2016,March,Debris Removal,3,260248
Flood,California,2019,March,"Parks, Recreational Facilities, and Other Items",16,259790
Flood,California,2019,March,Emergency Protective Measures,14,258132
Flood,Idaho,2017,May,Protective Measures,7,256182
Flood,Idaho,2019,June,Management Costs,18,254194
Flood,West Virginia,2018,April,Utilities,5,254066
Flood,Minnesota,2010,April,Public Utilities,4,254039
Flood,South Dakota,2019,September,Emergency Protective Measures,8,253137
Flood,Wyoming,2015,July,Public Buildings,3,252795
Flood,Arizona,2014,November,Public Utilities,9,251206
Flood,Utah,2011,February,State Management,43,249372
Flood,Louisiana,2011,August,State Management,3,243769
Flood,Wyoming,2017,August,Utilities,6,241787
Flood,Wisconsin,2017,October,Direct Administrative Costs,9,241210
Flood,South Dakota,2014,July,State Management,2,240184
Flood,Idaho,2017,April,State Management,2,237359
Flood,Maine,2024,January,"Parks, Recreational Facilities, and Other Items",8,237017
Flood,Iowa,2016,September,Water Control Facilities,4,232945
Flood,West Virginia,2024,January,Management Costs,7,232694
Flood,Missouri,2019,May,"Parks, Recreational Facilities, and Other Items",12,231287
Flood,West Virginia,2024,May,Management Costs,1,231031
Flood,North Dakota,2023,July,Emergency Protective Measures,5,225299
Flood,Alaska,2014,January,Debris Removal,3,224741
Flood,Missouri,2017,June,Emergency Work Donated Resources,9,224102
Flood,Idaho,2017,August,State Management,14,223381
Flood,Minnesota,2016,November,State Management,2,221019
Flood,North Carolina,2013,September,Debris Removal,3,218268
Flood,Idaho,2017,October,Debris Removal,6,218228
Flood,Michigan,2014,September,Recreational or Other,4,217634
Flood,Minnesota,2018,September,Buildings and Equipment,11,215056
Flood,New Mexico,2010,September,Protective Measures,4,214759
Flood,Iowa,2016,September,State Management,4,212059
Flood,South Dakota,2010,May,Public Utilities,6,211202
Flood,Wisconsin,2018,October,Emergency Work Donated Resources,11,210619
Flood,North Carolina,2013,September,State Management,55,209626
Flood,North Dakota,2010,April,Public Utilities,5,208470
Flood,South Carolina,2020,March,Water Control Facilities,12,208153
Flood,New Mexico,2012,August,Recreational or Other,60,207639
Flood,Idaho,2017,August,Public Utilities,9,207413
Flood,Idaho,2017,October,State Management,18,206783
Flood,Maine,2024,January,Buildings and Equipment,7,206554
Flood,Idaho,2011,May,Debris Removal,1,202893
Flood,Virginia,2022,September,"Parks, Recreational Facilities, and Other Items",7,200192
Flood,North Dakota,2013,June,Roads and Bridges,2,198397
Flood,Indiana,2018,May,Buildings and Equipment,6,198132
Flood,North Dakota,2020,July,Debris Removal,6,197922
Flood,Alaska,2011,June,State Management,11,197563
Flood,Utah,2011,February,Debris Removal,2,197378
Flood,Iowa,2016,October,Public Buildings,5,194241
Flood,New Mexico,2012,August,Public Buildings,71,193236
Flood,Alaska,2011,June,Roads and Bridges,2,193012
Flood,Minnesota,2023,July,"Parks, Recreational Facilities, and Other Items",6,191148
Flood,Virginia,2021,October,Management Costs,10,189413
Flood,North Dakota,2014,August,Protective Measures,2,189253
Flood,North Dakota,2014,August,State Management,23,189046
Flood,Oklahoma,2016,July,Protective Measures,17,187469
Flood,Alaska,2014,January,Recreational or Other,12,186716
Flood,South Dakota,2010,May,Public Buildings,6,186589
Flood,Louisiana,2011,August,Recreational or Other,6,185925
Flood,Nevada,2014,November,Protective Measures,30,184844
Flood,Minnesota,2016,November,Public Buildings,3,184623
Flood,Maryland,2016,September,State Management,1,183698
Flood,Alaska,2022,August,Emergency Protective Measures,14,183010
Flood,New Hampshire,2023,September,Debris Removal,7,177679
Flood,New Hampshire,2023,September,Management Costs,6,177596
Flood,Michigan,2013,June,Debris Removal,3,177139
Flood,Wyoming,2017,August,Emergency Protective Measures,7,175577
Flood,Oklahoma,2016,July,State Management,5,174841
Flood,Oklahoma,2016,July,Public Buildings,17,172878
Flood,Alaska,2014,January,State Management,114,171924
Flood,West Virginia,2010,June,Public Utilities,1,171631
Flood,Indiana,2018,May,Direct Administrative Costs,8,169202
Flood,Oregon,2020,April,Emergency Protective Measures,21,166797
Flood,Iowa,2016,September,Protective Measures,4,165752
Flood,Montana,2014,April,Recreational or Other,2,164999
Flood,New Hampshire,2021,September,Management Costs,16,162116
Flood,West Virginia,2018,April,Direct Administrative Costs,9,161853
Flood,Wyoming,2010,July,Debris Removal,6,161605
Flood,North Dakota,2017,July,Emergency Protective Measures,5,159401
Flood,North Dakota,2023,July,Management Costs,7,159301
Flood,North Dakota,2017,July,Water Control Facilities,5,157988
Flood,Vermont,2013,June,Protective Measures,3,156258
Flood,Oklahoma,2016,July,Water Control Facilities,46,156251
Flood,North Dakota,2020,January,Buildings and Equipment,7,156247
Flood,Montana,2023,August,Management Costs,6,154378
Flood,West Virginia,2010,June,Recreational or Other,3,151390
Flood,West Virginia,2024,January,Emergency Protective Measures,6,151101
Flood,South Dakota,2010,May,Debris Removal,7,146577
Flood,Nebraska,2010,April,Public Utilities,6,146565
Flood,Alaska,2023,August,Management Costs,8,146366
Flood,West Virginia,2024,January,Debris Removal,7,145401
Flood,Arizona,2022,December,"Parks, Recreational Facilities, and Other Items",11,144993
Flood,Arizona,2022,December,Roads and Bridges,12,144579
Flood,North Carolina,2013,September,Protective Measures,3,142918
Flood,Mississippi,2011,May,Recreational or Other,5,140987
Flood,Montana,2013,July,Protective Measures,2,140194
Flood,Arizona,2022,September,"Parks, Recreational Facilities, and Other Items",2,139953
Flood,Missouri,2019,May,Emergency Work Donated Resources,13,139846
Flood,Kansas,2011,September,State Management,5,138468
Flood,New Hampshire,2021,October,Emergency Protective Measures,14,137456
Flood,Utah,2012,November,Recreational or Other,3,134571
Flood,Vermont,2013,August,Protective Measures,3,134413
Flood,New Hampshire,2023,September,Utilities,9,133512
Flood,Idaho,2011,May,State Management,29,133331
Flood,Vermont,2017,August,Emergency Protective Measures,12,132985
Flood,Vermont,2017,August,Management Costs,20,132692
Flood,Louisiana,2019,September,Utilities,11,129461
Flood,Montana,2023,October,Emergency Protective Measures,4,128756
Flood,Michigan,2013,June,Public Utilities,3,127570
Flood,Alaska,2023,August,Utilities,10,126143
Flood,Utah,2023,December,Utilities,7,126067
Flood,Maine,2023,July,Emergency Protective Measures,7,125904
Flood,New Hampshire,2023,September,"Parks, Recreational Facilities, and Other Items",10,124453
Flood,Vermont,2021,September,Emergency Protective Measures,8,124337
Flood,Vermont,2013,August,State Management,4,124085
Flood,Minnesota,2023,July,Debris Removal,5,123325
Flood,Vermont,2013,August,Public Utilities,6,121744
Flood,Idaho,2017,August,Water Control Facilities,6,121520
Flood,Wyoming,2015,July,Debris Removal,3,120507
Flood,Kansas,2011,September,Debris Removal,4,119230
Flood,South Dakota,2019,September,"Parks, Recreational Facilities, and Other Items",13,119049
Flood,Wisconsin,2016,October,Protective Measures,7,118553
Flood,Hawaii,2021,May,Buildings and Equipment,11,118362
Flood,Virginia,2021,October,Utilities,10,117490
Flood,Oklahoma,2016,July,Debris Removal,16,117465
Flood,New Hampshire,2023,September,Water Control Facilities,9,117436
Flood,North Dakota,2014,August,Public Utilities,2,116764
Flood,Utah,2023,December,Emergency Work Donated Resources,7,116436
Flood,Iowa,2023,August,Utilities,7,116156
Flood,Alaska,2022,August,Management Costs,15,115319
Flood,South Dakota,2023,July,Emergency Protective Measures,4,113563
Flood,Utah,2012,November,Protective Measures,2,113495
Flood,West Virginia,2013,July,Protective Measures,2,112842
Flood,California,2015,January,Public Buildings,7,112706
Flood,Arizona,2022,September,Debris Removal,5,112679
Flood,Louisiana,2016,February,State Management,2,112077
Flood,Wisconsin,2017,October,Emergency Protective Measures,7,111081
Flood,New York,2017,November,Emergency Work Donated Resources,14,110079
Flood,Utah,2017,April,State Management,6,109411
Flood,Minnesota,2023,July,Utilities,7,108958
Flood,North Carolina,2013,October,Protective Measures,5,107092
Flood,Utah,2023,December,Water Control Facilities,6,106297
Flood,North Dakota,2017,July,Debris Removal,5,105455
Flood,Texas,2016,March,Water Control Facilities,7,105263
Flood,Iowa,2023,August,"Parks, Recreational Facilities, and Other Items",8,105095
Flood,Montana,2014,April,Protective Measures,1,104930
Flood,Missouri,2019,May,Buildings and Equipment,10,104438
Flood,Arizona,2022,December,Debris Removal,11,103850
Flood,North Carolina,2013,October,Recreational or Other,12,103757
Flood,Montana,2013,July,Water Control Facilities,5,100350
Flood,Arizona,2018,November,Emergency Protective Measures,7,98165
Flood,New York,2017,November,Management Costs,50,97958
Flood,North Dakota,2010,April,Recreational or Other,5,96779
Flood,Montana,2014,April,Water Control Facilities,3,96464
Flood,Kansas,2011,September,Public Buildings,4,96062
Flood,Alaska,2014,January,Public Buildings,5,95842
Flood,North Carolina,2013,September,Public Buildings,3,95476
Flood,Vermont,2021,September,Debris Removal,7,95299
Flood,Alaska,2014,January,Protective Measures,2,95231
Flood,Mississippi,2011,May,Water Control Facilities,14,94118
Flood,South Carolina,2020,March,Buildings and Equipment,4,93933
Flood,Alaska,2011,June,Debris Removal,2,92945
Flood,Nevada,2014,November,State Management,4,92919
Flood,Idaho,2017,August,Protective Measures,7,92628
Flood,Washington,2016,February,Public Buildings,4,92559
Flood,Idaho,2017,October,Roads and Bridges,14,92507
Flood,Idaho,2011,May,Protective Measures,2,92381
Flood,North Dakota,2020,July,Emergency Work Donated Resources,18,91551
Flood,New York,2017,November,Utilities,10,90362
Flood,New York,2017,November,Water Control Facilities,14,89868
Flood,Maine,2024,January,Utilities,8,89650
Flood,Vermont,2023,October,Management Costs,5,88892
Flood,Pennsylvania,2016,December,Public Utilities,3,87830
Flood,Alaska,2023,August,Emergency Protective Measures,11,87278
Flood,West Virginia,2010,June,Water Control Facilities,1,87248
Flood,Kentucky,2022,July,Water Control Facilities,12,87080
Flood,California,2015,January,Debris Removal,8,86849
Flood,Vermont,2023,October,Debris Removal,7,86390
Flood,Kentucky,2022,July,Emergency Work Donated Resources,20,85294
Flood,Iowa,2023,August,Roads and Bridges,5,84871
Flood,Alaska,2014,January,Water Control Facilities,3,84569
Flood,Montana,2018,October,Emergency Work Donated Resources,6,83728
Flood,New Hampshire,2021,October,Buildings and Equipment,9,81588
Flood,Vermont,2013,June,Public Utilities,4,80677
Flood,New Hampshire,2021,September,Emergency Protective Measures,17,79831
Flood,Montana,2019,May,Management Costs,6,79676
Flood,South Dakota,2010,May,Water Control Facilities,9,78944
Flood,Arizona,2022,December,Water Control Facilities,11,78121
Flood,Nevada,2014,November,Debris Removal,8,76918
Flood,Kansas,2011,September,Recreational or Other,4,74624
Flood,Ohio,2018,April,Management Costs,11,74048
Flood,West Virginia,2010,June,Public Buildings,3,73634
Flood,Nebraska,2010,April,Protective Measures,7,70746
Flood,Michigan,2013,June,State Management,2,69091
Flood,Maine,2023,September,Utilities,12,68674
Flood,Maine,2023,July,Buildings and Equipment,9,68615
Flood,Utah,2012,November,Roads and Bridges,2,68260
Flood,Montana,2013,July,Public Utilities,1,67599
Flood,Montana,2018,August,Management Costs,7,67080
Flood,Utah,2011,August,Public Utilities,4,66375
Flood,Ohio,2019,April,"Parks, Recreational Facilities, and Other Items",13,64169
Flood,South Dakota,2010,May,Recreational or Other,6,63588
Flood,Montana,2018,August,Emergency Protective Measures,4,63242
Flood,New Hampshire,2011,July,Public Utilities,2,62083
Flood,New York,2017,November,Debris Removal,11,61829
Flood,Idaho,2017,May,Water Control Facilities,17,61517
Flood,South Dakota,2011,May,Public Buildings,9,61048
Flood,Wyoming,2015,July,Recreational or Other,3,60161
Flood,California,2015,January,Public Utilities,8,59814
Flood,Vermont,2023,October,Buildings and Equipment,7,59768
Flood,Michigan,2013,June,Water Control Facilities,4,59683
Flood,Michigan,2014,September,Roads and Bridges,2,58812
Flood,Maryland,2011,October,State Management,5,57378
Flood,Montana,2018,October,Management Costs,8,56995
Flood,Minnesota,2019,June,Buildings and Equipment,12,56981
Flood,Wisconsin,2016,October,Water Control Facilities,7,56513
Flood,Iowa,2013,May,Public Buildings,4,56327
Flood,New Hampshire,2021,October,Debris Removal,14,55277
Flood,Wyoming,2015,July,Public Utilities,4,54889
Flood,Idaho,2017,May,Public Utilities,6,52988
Flood,West Virginia,2013,July,Debris Removal,5,52163
Flood,Idaho,2019,June,"Parks, Recreational Facilities, and Other Items",15,52001
Flood,Alaska,2011,June,Public Utilities,4,51858
Flood,Louisiana,2017,October,Management Costs,38,51740
Flood,Pennsylvania,2016,December,Water Control Facilities,3,51318
Flood,Idaho,2019,June,Debris Removal,15,50603
Flood,North Carolina,2013,October,Debris Removal,1,50010
